word,Sentiment
eek,Negative
malesin,Negative
anak bawang,Negative
dinistain,Negative
yahhh,Negative
meloloh,Negative
persekongkolan,Negative
bokep,Negative
jahatnya,Negative
seksologis,Negative
claim,Negative
candu,Negative
mumpung,Negative
cemberut,Negative
lepek,Negative
jangann,Negative
gilak,Negative
tergulir,Negative
boros,Negative
pengganti,Negative
berair,Negative
jujur,Negative
akumah,Negative
goodbye,Negative
meski,Negative
meskipun,Negative
semena,Negative
memanas-manasi,Negative
curcol,Negative
merajam,Negative
kenyataannya,Negative
keparat,Negative
linggis,Negative
menghanguskan,Negative
kepleset,Negative
badmood,Negative
die,Negative
malak,Negative
indikasi,Negative
kesiannya,Negative
denyut,Negative
terpeleset,Negative
terselusur,Negative
ihhhh,Negative
bobroq,Negative
tuyul,Negative
meremehkan,Negative
digantung,Negative
ketaatan,Negative
intrik,Negative
pdhal,Negative
kerat,Negative
raiso,Negative
excited,Negative
terguling,Negative
ketewasan,Negative
dibalik,Negative
gangsar,Negative
berkemas-kemas,Negative
mencari,Negative
menyusut,Negative
becek,Negative
yaudh,Negative
jaat,Negative
luluh,Negative
tersohor,Negative
rentan,Negative
iyasih,Negative
rusak binasa,Negative
menyebelahkan,Negative
anjer,Negative
alat vital,Negative
gibah,Negative
aurat,Negative
rasain,Negative
alat kelamin,Negative
perkomplotan,Negative
alangkah,Negative
pgen,Negative
kutu busuk,Negative
makelar,Negative
manuver,Negative
getir,Negative
memek,Negative
kalah,Negative
tekanan,Negative
mengawasi,Negative
ngesot,Negative
mengidamkan,Negative
sudahlah,Negative
mengesampingkan,Negative
tergelecik,Negative
dilarang,Negative
mainstream,Negative
iyak,Negative
pahit,Negative
cacing tambang,Negative
seperti,Negative
bertolak,Negative
bini gelap,Negative
nyolong,Negative
perebutan,Negative
ulah,Negative
mengompori,Negative
yaahh,Negative
jangankan,Negative
lieur,Negative
kena,Negative
menghempaskan,Negative
mengharap,Negative
dahh,Negative
karin,Negative
gblk,Negative
tembakau,Negative
kerjain,Negative
suspend,Negative
mayat,Negative
eksplisit,Negative
buah simalakama,Negative
biarkan,Negative
salah langkah,Negative
mumet,Negative
debu,Negative
itunya,Negative
melipur,Negative
lap kaki,Negative
pedes,Negative
jera,Negative
begak,Negative
tercela,Negative
alone,Negative
muntahan,Negative
bercelah,Negative
menghisap,Negative
segitunya,Negative
dingin,Negative
membidikkan,Negative
stalking,Negative
naudzubillah,Negative
keling,Negative
susuk,Negative
kencing,Negative
awan kelabu,Negative
gemuruh,Negative
fresh,Negative
semata-mata,Negative
ngeden,Negative
sensi,Negative
menjambret,Negative
bermutu,Negative
jauhin,Negative
rupawan,Negative
lucunya,Negative
kejedot,Negative
sukar,Negative
umpatan,Negative
tersangkut,Negative
nyontek,Negative
teguran,Negative
rombak,Negative
kecemerlangan,Negative
tersiksa,Negative
dibeliin,Negative
sedihhh,Negative
bersedih,Negative
bongkar,Negative
ngarti,Negative
mencucut,Negative
hutang,Negative
gbs,Negative
disalahin,Negative
incess,Negative
kabeh,Negative
irit,Negative
kabar angin,Negative
angkot,Negative
problem,Negative
yampun,Negative
kesurupan,Negative
komat-kamit,Negative
manis,Negative
teror,Negative
pundung,Negative
jadul,Negative
tersungkap,Negative
lengket,Negative
injek,Negative
melarat,Negative
tanah tandus,Negative
dobrak,Negative
menyayat,Negative
kesedihan,Negative
meretek,Negative
coplok,Negative
mengempaskan,Negative
terror,Negative
menyandingkan,Negative
ketakutan,Negative
kejepit,Negative
muskil,Negative
aahh,Negative
kedukaan,Negative
kurungan,Negative
memungut,Negative
astagfirulloh,Negative
peles,Negative
muntah,Negative
rapet,Negative
kedaluwarsa,Negative
kocak,Negative
eror,Negative
kenceng,Negative
sehat,Negative
melar,Negative
death,Negative
inkarnasi,Negative
menghidu,Negative
geledek,Negative
terpacul,Negative
pembesar,Negative
menembok,Negative
najisin,Negative
jiji,Negative
yaudahlah,Negative
nusuk,Negative
jigong,Negative
dahlah,Negative
uler,Negative
lebay,Negative
menggelikan,Negative
kerasukan,Negative
berseteru,Negative
emmm,Negative
keladi,Negative
lengket-lengket,Negative
idk,Negative
politik,Negative
geledah,Negative
ngelupain,Negative
ngespam,Negative
potongan,Negative
menenangkan,Negative
kepanikan,Negative
ngilu,Negative
tilam,Negative
bencong,Negative
pusink,Negative
fitnah,Negative
sesak,Negative
harmonis,Negative
bedah,Negative
jatah,Negative
berlutut,Negative
menunggangkan,Negative
menusuk,Negative
pecat,Negative
kumat,Negative
better,Negative
keceriaan,Negative
menyodok,Negative
sotau,Negative
pitnah,Negative
yelah,Negative
diduain,Negative
nyet,Negative
pendek tali,Negative
gemetar,Negative
bau,Negative
pojok,Negative
ngomel,Negative
numpuk,Negative
hambar,Negative
down,Negative
mesiu,Negative
neraka,Negative
nganggur,Negative
penertiban,Negative
blur,Negative
terlangah,Negative
mupeng,Negative
biadab,Negative
berlangau,Negative
bertekuk lutut,Negative
guntur,Negative
delay,Negative
bangsat,Negative
keretakan,Negative
mengap,Negative
sendirian,Negative
sahara,Negative
mencair,Negative
belaka,Negative
menggigil,Negative
masalah,Negative
bertumpuk,Negative
menyogok,Negative
binasa,Negative
mencelampakkan,Negative
mencuri,Negative
berkecamuk,Negative
cucok,Negative
diancurin,Negative
tersapu,Negative
kapok,Negative
gabaik,Negative
mencocok,Negative
bercekak,Negative
bogum,Negative
majikan,Negative
menyukai,Negative
igauan,Negative
stres,Negative
bualan,Negative
menghempas,Negative
dipamerin,Negative
teraniaya,Negative
absurd,Negative
yg dipertuan,Negative
beling,Negative
kesucian,Negative
cubit,Negative
bobol,Negative
lebai,Negative
pipis,Negative
lirih,Negative
rewel,Negative
nestapa,Negative
amit,Negative
nyampah,Negative
depresi,Negative
dukacita,Negative
hembus,Negative
boker,Negative
rokok,Negative
membanjiri,Negative
berdarah dingin,Negative
manjaan,Negative
merogoh,Negative
merogok,Negative
ditidurin,Negative
copot,Negative
rosak,Negative
terhalang,Negative
santet,Negative
bergejolak,Negative
dilema,Negative
apek,Negative
gabutuh,Negative
sembur,Negative
kejam,Negative
rontok,Negative
menyerah,Negative
kesenduan,Negative
elegan,Negative
penjelmaan,Negative
konsekuensi,Negative
lapang hati,Negative
pajak,Negative
yodah,Negative
gagal,Negative
pasrah,Negative
menumbuk,Negative
menyisihkan,Negative
terajam,Negative
tkde,Negative
berseberangan,Negative
banyol,Negative
ria,Negative
kesayuan,Negative
bermusuhan,Negative
pelosok,Negative
anjeng,Negative
pending,Negative
cry,Negative
mules,Negative
berketar-ketar,Negative
keprihatinan,Negative
mustahil,Negative
komplikasi,Negative
persoalan,Negative
isukan,Negative
anjis,Negative
melet,Negative
taik,Negative
buta hati,Negative
kantong tipis,Negative
darah,Negative
hilaf,Negative
ex,Negative
anjg,Negative
ngeles,Negative
godaan,Negative
murung,Negative
jutekin,Negative
merasuk,Negative
berkelok-kelok,Negative
huhuu,Negative
belenggu,Negative
merebak,Negative
meledak,Negative
hayoloh,Negative
bisikan,Negative
melembung,Negative
mengecerkan,Negative
bagal,Negative
anjlok,Negative
haters,Negative
gosah,Negative
bandar,Negative
berdosa,Negative
gonggongan (anjing),Negative
kgk,Negative
nyiksa,Negative
maho,Negative
compeng,Negative
ciplak,Negative
mengalah,Negative
cabul,Negative
berkurangan,Negative
gelagap,Negative
pengganggu,Negative
nyali,Negative
biang keladi,Negative
gembul,Negative
betina,Negative
konyol,Negative
cengeng,Negative
beraduk,Negative
ngancem,Negative
menggores,Negative
elak,Negative
mengganjari,Negative
murahan,Negative
pedofil,Negative
sebarang,Negative
ngetawain,Negative
ragu,Negative
gone,Negative
pedih,Negative
sangka,Negative
suudzon,Negative
pencucuk,Negative
golek,Negative
pelayan,Negative
diare,Negative
berlelehan,Negative
berbakat,Negative
berat telinga,Negative
mengada,Negative
mendingan,Negative
ugal-ugalan,Negative
ngestalk,Negative
curiga,Negative
begitu saja,Negative
bersatu,Negative
memeluk,Negative
faedahnya,Negative
petaka,Negative
masygul,Negative
jatohnya,Negative
kasih,Negative
terpelecok,Negative
benguk,Negative
semangatin,Negative
ringkih,Negative
liat,Negative
timpa,Negative
rasuk,Negative
sunu,Negative
hati,Negative
tunggang,Negative
kata,Negative
guling,Negative
turun,Negative
singkir,Negative
damprat,Negative
ingkar,Negative
aur,Negative
adang,Negative
keroyok,Negative
rem,Negative
siapa,Negative
jelek,Negative
rusak,Negative
pesona,Negative
pencet,Negative
perkara,Negative
anggur,Negative
darah dingin,Negative
remuk,Negative
mahir,Negative
tangkap tangan,Negative
kabung,Negative
pasuk,Negative
khianat,Negative
kutil,Negative
dapat,Negative
kelakar,Negative
renti,Negative
cecer,Negative
poko,Negative
belah,Negative
nang,Negative
usil,Negative
usir,Negative
amuk,Negative
hidu,Negative
bain,Negative
buang nyawa,Negative
pukau,Negative
sapu,Negative
otot,Negative
cela,Negative
sayang,Negative
jahat,Negative
remeh,Negative
mudah,Negative
neng,Negative
mula,Negative
palit,Negative
keluar,Negative
tamat riwayat,Negative
selusur,Negative
aku,Negative
hilang,Negative
bom,Negative
celampak,Negative
kerubung,Negative
bangan,Negative
sentuh asa,Negative
cengkerama,Negative
tau,Negative
curat,Negative
enak,Negative
gubris,Negative
masuk,Negative
kayak,Negative
buruk,Negative
api,Negative
caplok,Negative
pihak,Negative
apa,Negative
cebik,Negative
kesi,Negative
anda,Negative
ekspos,Negative
lutut,Negative
suara,Negative
dalih,Negative
apas,Negative
hilang ingat,Negative
desir,Negative
hendak,Negative
kusut,Negative
menung,Negative
wara,Negative
keruh,Negative
gampang,Negative
sengal,Negative
kerumit,Negative
tugas,Negative
salah,Negative
sekongkol,Negative
ancam,Negative
nyata,Negative
ganggu jiwa,Negative
kerut,Negative
heran,Negative
jatuh,Negative
jalan bebas hambat,Negative
uar,Negative
sanding,Negative
tantang,Negative
dengu,Negative
loloh,Negative
geger,Negative
mungkin,Negative
gede,Negative
sir,Negative
peleset,Negative
banding,Negative
kecil,Negative
tumpu,Negative
jepit,Negative
gulir,Negative
panik,Negative
malang,Negative
leceh,Negative
mau,Negative
gantung,Negative
tekuk lutut,Negative
surat takdir,Negative
prasangka,Negative
lama,Negative
suci,Negative
lesit,Negative
rebak,Negative
satu,Negative
susah,Negative
balik,Negative
lancar,Negative
kobar,Negative
tunggu,Negative
ikut,Negative
kompor,Negative
celah,Negative
junjung,Negative
bopong,Negative
aduk,Negative
gelicik,Negative
mutu,Negative
tangkis,Negative
itu,Negative
lumat,Negative
henti tugas,Negative
jambret,Negative
jelma,Negative
maklum,Negative
muram durja,Negative
main,Negative
empas,Negative
bual,Negative
ratap,Negative
gaco,Negative
sayat,Negative
kagum,Negative
ingat,Negative
dah,Negative
putih tulang,Negative
lorot,Negative
pisah,Negative
sodok,Negative
cibir,Negative
meni,Negative
lanjur,Negative
lupa diri,Negative
lucu,Negative
sohor,Negative
perenyak,Negative
tanda,Negative
batu,Negative
simpan,Negative
keri,Negative
heboh,Negative
pergok,Negative
erti,Negative
ketar,Negative
samping,Negative
ringan,Negative
cocok,Negative
album,Negative
tinggal,Negative
tagih,Negative
nyala,Negative
sidang,Negative
mata,Negative
lain,Negative
cetus,Negative
sampah,Negative
rampas,Negative
keras hati,Negative
sanggama,Negative
rogoh,Negative
tenang,Negative
rogok,Negative
buang,Negative
prediksi,Negative
asa,Negative
cari,Negative
diri,Negative
umur,Negative
duga,Negative
cair,Negative
recok,Negative
isu,Negative
galak panas,Negative
sungkap,Negative
ecer,Negative
mungut,Negative
tumpah hati,Negative
rang,Negative
hina rendah,Negative
gugur,Negative
pacul,Negative
baiat,Negative
lembung,Negative
kapah,Negative
gusar,Negative
surup,Negative
isap jempol,Negative
cerca,Negative
tata,Negative
sisih,Negative
sial,Negative
gentar,Negative
sangkut,Negative
susah hati,Negative
alam,Negative
tumbuk,Negative
pengaruh,Negative
halang,Negative
rusuh,Negative
tilap,Negative
cangkum,Negative
onar,Negative
panggil,Negative
rundung,Negative
jilat,Negative
tanggung,Negative
ana,Negative
rugi,Negative
gempar,Negative
gerombol,Negative
colong,Negative
tertib,Negative
tuntun,Negative
hukum,Negative
idam,Negative
gelingsir,Negative
soal,Negative
catut,Negative
suka,Negative
cumbu,Negative
gonggong anjing,Negative
kaya,Negative
kandut,Negative
rantai,Negative
keji,Negative
tebak,Negative
tumpuk,Negative
rajam,Negative
sendiri,Negative
pelanting,Negative
tinggi,Negative
tebat,Negative
kemas,Negative
asuh,Negative
ceria,Negative
kecamuk,Negative
bejat,Negative
pegang,Negative
tidur,Negative
pemuda,Negative
larang,Negative
rangsang,Negative
tembok,Negative
menang,Negative
baik,Negative
gadang,Negative
kelok,Negative
kenang,Negative
ledak,Negative
kuat duga,Negative
abu,Negative
cebur,Negative
abai,Negative
serang,Negative
gores,Negative
rongsok,Negative
tindik,Negative
luka,Negative
jangan,Negative
bunyi,Negative
kerak,Negative
bekap,Negative
bekas,Negative
kesima,Negative
pikul,Negative
ciut,Negative
kereta,Negative
santun,Negative
habis,Negative
layan,Negative
sundut,Negative
jadi,Negative
susut,Negative
gelincir,Negative
tajam,Negative
simpuh,Negative
bara,Negative
cemas,Negative
sunduk,Negative
kongkalikong,Negative
susup,Negative
campak,Negative
ganjar,Negative
babar,Negative
tembak,Negative
sembul,Negative
ken,Negative
tegur,Negative
latih,Negative
korek,Negative
yg tuan,Negative
lupa,Negative
alir udara,Negative
tegun,Negative
konspirasi,Negative
cinta,Negative
tekan mental,Negative
ganti,Negative
memang,Negative
tangkap,Negative
tutup mulut,Negative
gelanggang,Negative
nahas,Negative
gigil,Negative
ungkap,Negative
sambat,Negative
tanduk,Negative
cekak,Negative
lemah,Negative
nenes,Negative
cekau,Negative
ekang,Negative
prihatin,Negative
besit,Negative
jabat,Negative
dua,Negative
enteng,Negative
singgung,Negative
taat,Negative
busuk,Negative
tarik napas habis,Negative
semayam,Negative
potong,Negative
genang,Negative
hina aib,Negative
gejolak,Negative
hiruk,Negative
sengaja,Negative
takut,Negative
geleng,Negative
selulur,Negative
suap,Negative
sembarang,Negative
gelesot,Negative
kalang tanah,Negative
antem,Negative
tunas,Negative
gelap,Negative
menep,Negative
umpat,Negative
biak,Negative
biar,Negative
batas waktu,Negative
tetes,Negative
licin,Negative
maki,Negative
songsong,Negative
tusuk,Negative
sungkawa,Negative
dunia,Negative
faedah,Negative
ganyang,Negative
gerecok,Negative
umbar,Negative
telinga merah,Negative
sakit ingat,Negative
tolak,Negative
bandel,Negative
sepele,Negative
jarah,Negative
jarak,Negative
suntuk,Negative
gelora,Negative
aniaya,Negative
balas,Negative
banting,Negative
hayat,Negative
daif,Negative
lubang,Negative
dosa,Negative
tarik hati,Negative
ejek,Negative
jauh,Negative
goda,Negative
berangan,Negative
rampok,Negative
lendeh,Negative
parah,Negative
peranjat,Negative
nyanyi,Negative
getar,Negative
hina,Negative
geruh,Negative
ada,Negative
lalu dr dunia,Negative
elu,Negative
cucut,Negative
retek,Negative
kasi,Negative
jejal,Negative
cucuk,Negative
jedot,Negative
antisipasi,Negative
celaka,Negative
patung,Negative
sindir,Negative
bukan,Negative
geliat,Negative
mirip,Negative
alami,Negative
lepas,Negative
harap,Negative
comot,Negative
siksa,Negative
acak,Negative
sendu,Negative
acau,Negative
hempas,Negative
ganjil,Negative
derita,Negative
bantah,Negative
untung,Negative
sudah,Negative
hangus,Negative
ampas kopi,Negative
simbah,Negative
leleh,Negative
bidik,Negative
lari,Negative
sentuh,Negative
usai,Negative
dengung,Negative
cemplung,Negative
ribut,Negative
olok,Negative
kelir,Negative
buru,Negative
geluncur,Negative
bakat,Negative
musuh,Negative
pacar,Negative
cemerlang,Negative
bisu,Negative
kurang,Negative
rebut,Negative
tendensi,Negative
duka,Negative
gelecik,Negative
balik akal,Negative
mari,Negative
pelecok,Negative
bendung,Negative
makan,Negative
besar,Negative
tular,Negative
timbal,Negative
teduh,Negative
pokok,Negative
baca,Negative
cedera,Negative
maksud,Negative
lot,Negative
dahulu,Negative
sungguh,Negative
ubah ingat,Negative
anjur,Negative
ramal,Negative
terka,Negative
jaga,Negative
ruwet,Negative
semangat,Negative
beri,Negative
mencak,Negative
seteru,Negative
aneh,Negative
lagi,Negative
tentang,Negative
tutup,Negative
lanyak,Negative
curu,Negative
tekan,Negative
nista,Negative
sumbat,Negative
tumpang tinggal,Negative
erik,Negative
beri uang,Negative
tahan,Negative
sembah,Negative
ubah akal,Negative
tip,Negative
tambat hati,Negative
ogah,Negative
panas,Negative
simpang,Negative
sunyi,Negative
indah,Negative
noda,Negative
langah,Negative
langau,Negative
taksir,Negative
beda,Negative
hambur,Negative
tangkap basah,Negative
bandung,Negative
bahagia,Negative
bisik,Negative
coret,Negative
ngaceng,Negative
jihat,Negative
mengarau,Negative
tubruk,Negative
lesap,Negative
mentransformasikan,Negative
gabung,Negative
gasak,Negative
maklumat,Negative
mengerut,Negative
inersia,Negative
lebur,Negative
senyampang,Negative
ayun,Negative
hadirin,Negative
pantang,Negative
porno,Negative
berkarut,Negative
tingkeb,Negative
bayi,Negative
empot-empotan,Negative
bergulir,Negative
lembu liar,Negative
kemandang,Negative
rantas,Negative
sambung,Negative
aus,Negative
menggulung,Negative
moyang,Negative
berang,Negative
singkil,Negative
deru,Negative
menumpuk,Negative
represi,Negative
lunas (kapal,Negative
distorsi,Negative
risi,Negative
semak hati,Negative
lintasan,Negative
petung,Negative
risa,Negative
benyot,Negative
bromocorah,Negative
medok,Negative
lencana,Negative
ekshibisi,Negative
dua kali,Negative
mengheningkan,Negative
melingkupi,Negative
menyegam,Negative
mencagil,Negative
memampat,Negative
mengkaji,Negative
gelogok,Negative
gapil mulut,Negative
penyudahan,Negative
selesma,Negative
pari-,Negative
khafi,Negative
melumangkan,Negative
beromong kosong,Negative
berkecandan,Negative
membasmi,Negative
memetuahkan,Negative
mencegat,Negative
pulsa,Negative
merancukan,Negative
berluruhan,Negative
titis,Negative
tersantet,Negative
unjuk rasa,Negative
ketupat bengkulu,Negative
tawar,Negative
cacatan,Negative
titik,Negative
ikhtiar,Negative
terpelekok,Negative
betung,Negative
membuang,Negative
menjauh,Negative
berganda,Negative
beranjak,Negative
menyulam,Negative
bengal,Negative
serius,Negative
kusut hati,Negative
memupus,Negative
kaitan,Negative
barua,Negative
merobek,Negative
judes,Negative
belembang,Negative
betas,Negative
madat,Negative
sensasi,Negative
sandung,Negative
catak,Negative
interlokusi,Negative
rongseng,Negative
baya,Negative
merinin,Negative
tempo,Negative
cacing kalung,Negative
kemakmuran,Negative
tertular,Negative
borok,Negative
kentara,Negative
restan,Negative
menoleransi,Negative
mencaci,Negative
pati,Negative
mamah,Negative
mendorong,Negative
pancakara,Negative
mempertenggangkan,Negative
hunjam,Negative
angkat tangan,Negative
sumbang,Negative
kehangatan,Negative
cekuh,Negative
forum,Negative
anjing tanah,Negative
juang,Negative
dering,Negative
mentok,Negative
jendala,Negative
puyeng,Negative
kelesa,Negative
bertambah,Negative
kerdak,Negative
menggelabur,Negative
penuturan,Negative
pemalak,Negative
rapat,Negative
fasid,Negative
celoteh,Negative
membalik belakang,Negative
berselang,Negative
tais,Negative
kelasah-kelusuh,Negative
orang-orangan,Negative
gencet,Negative
termuat,Negative
membersihkan,Negative
mewalakkan,Negative
unit,Negative
menjaga,Negative
anjungan,Negative
tahi angin,Negative
kerekau,Negative
musir,Negative
saran,Negative
melarang,Negative
merangkum,Negative
merangkul,Negative
orang bunian,Negative
merintangi,Negative
merangkup,Negative
merangkus,Negative
mengabdi,Negative
bersesak-sesak,Negative
membohong,Negative
karut,Negative
prajurit,Negative
suari,Negative
obat bedil,Negative
sarau,Negative
bayu,Negative
mengusir,Negative
miliun,Negative
berhelat,Negative
lisong,Negative
selekeh,Negative
mengantongi,Negative
bertara,Negative
runcing,Negative
disparitas,Negative
perlawanan,Negative
gelongsor,Negative
tesis,Negative
relai,Negative
berlik,Negative
naik pitam,Negative
tulup,Negative
pembohong,Negative
bertandang,Negative
beribadat,Negative
vibrasi,Negative
menjerkah,Negative
fakir,Negative
kode,Negative
cencala,Negative
kerusuhan,Negative
genitalia,Negative
sigar,Negative
pengungkit,Negative
fadihat,Negative
indehoi,Negative
ta,Negative
akik,Negative
jamah,Negative
sewot,Negative
bolsak,Negative
mendusta,Negative
mendustai,Negative
urung,Negative
kasiku,Negative
penyadaran,Negative
cirit,Negative
menjolok,Negative
penting,Negative
apkiran,Negative
memenuhi,Negative
hubungan singkat,Negative
adiktif,Negative
menyingkap,Negative
lubuk,Negative
meredup,Negative
lelucon,Negative
umbul-umbul,Negative
pautan,Negative
menyangkak hati,Negative
kadam,Negative
turut,Negative
hot,Negative
jalan lingkar,Negative
penerangan,Negative
menguji,Negative
coreng moreng,Negative
iri hati,Negative
setia,Negative
kurang darah,Negative
makmum,Negative
deriji,Negative
terburu,Negative
sedu,Negative
cunam,Negative
kekeramatan,Negative
bermukah,Negative
sampean,Negative
jendera,Negative
menggelabu,Negative
bedol,Negative
pemakai bahasa,Negative
arca,Negative
sistem,Negative
buang-buang air,Negative
menyiasat,Negative
lecet,Negative
walang hati,Negative
pemburu,Negative
dampratan,Negative
bersenda gurau,Negative
bertala-tala,Negative
tegal,Negative
pengumpil,Negative
bersinggungan,Negative
menduri,Negative
berbantahan,Negative
bahasa,Negative
gugup,Negative
gugus,Negative
bercikun-cikun,Negative
merorod,Negative
(tua) uzur,Negative
rompes,Negative
kepalang,Negative
ulam-ulam,Negative
pandemi,Negative
atribut,Negative
deskripsi,Negative
geblek,Negative
bungsu,Negative
menyembunyikan,Negative
beranggar lidah,Negative
londang,Negative
terbakar,Negative
mengesel,Negative
kerabit,Negative
keluarga,Negative
berangsang,Negative
hilang akal,Negative
berkecenderungan,Negative
junior,Negative
penjara,Negative
menyesak,Negative
banyak cakap,Negative
antitesis,Negative
mengotori,Negative
bercucuran,Negative
mengelih,Negative
penanggung,Negative
barut,Negative
mengelis,Negative
pipitan,Negative
intiha,Negative
tenggalam,Negative
menyesar,Negative
menyesap,Negative
sayap,Negative
pelak,Negative
cemomot,Negative
bebal,Negative
antuk,Negative
lantaran,Negative
satelit,Negative
berangsur,Negative
danyang,Negative
seleweng,Negative
mendangkung,Negative
soak,Negative
menghujat,Negative
berombongan,Negative
caing,Negative
sorak,Negative
taburan,Negative
imbesil,Negative
pelir,Negative
cukup,Negative
kemban,Negative
keris,Negative
tersumbat,Negative
bercekcok,Negative
asan tak asan,Negative
jual murah,Negative
bertengking,Negative
bantu,Negative
mengonfirmasi,Negative
bergundang,Negative
pengamitan,Negative
memecah,Negative
bergairah,Negative
cengkeram,Negative
menafikan,Negative
menyakar,Negative
pepet,Negative
ketat,Negative
cuma,Negative
berdompol,Negative
mencecak,Negative
melumur,Negative
melukat,Negative
jeli,Negative
aborsi,Negative
lembu hutan,Negative
jalu,Negative
puntianak,Negative
berbicara,Negative
pengacauan,Negative
tuju,Negative
pinggir,Negative
merangsang,Negative
menjatuhkan,Negative
kerabu,Negative
debil,Negative
laif,Negative
bentul,Negative
renyang,Negative
berbecak-becak,Negative
aji,Negative
penabalan,Negative
berona,Negative
bagian,Negative
laik,Negative
bundak,Negative
narkotik,Negative
resan,Negative
koyak,Negative
anggota,Negative
mempersakiti,Negative
benjut,Negative
terbuni,Negative
penyangkal,Negative
coleng,Negative
terpangah,Negative
tindih,Negative
(olahraga) bokser,Negative
sano,Negative
keset,Negative
bening,Negative
hemat,Negative
lebar mulut,Negative
ambles,Negative
konglomerasi,Negative
prapendapat,Negative
generasi,Negative
menunjang,Negative
memapas,Negative
abses,Negative
berhandai-handai,Negative
jawatan,Negative
geriap,Negative
bersara,Negative
absen,Negative
serampu,Negative
candala,Negative
batel,Negative
tumpat,Negative
berjejak,Negative
degil,Negative
masyhur,Negative
dangkar,Negative
talak,Negative
kedengkian,Negative
berbahaya,Negative
mengguguk,Negative
inisiator,Negative
harus,Negative
pergi,Negative
menggiatkan,Negative
cucup,Negative
menebeng,Negative
kepala angin,Negative
berasal,Negative
berasak,Negative
padang luas,Negative
menyelundupi,Negative
menganugerahi,Negative
kusut pikiran,Negative
galas,Negative
temporer,Negative
kocar-kacir,Negative
sambungan jiwa,Negative
degub,Negative
desak,Negative
laknat,Negative
pikiran tumpul,Negative
bergema,Negative
siratan,Negative
epidemi,Negative
minta,Negative
bacok,Negative
kepialu,Negative
kesepakatan,Negative
desau,Negative
jenewer,Negative
mencium,Negative
mengernai,Negative
merekomendasi,Negative
nistaan,Negative
berkemandang,Negative
separuh,Negative
keloyoan,Negative
gerah,Negative
menyekar,Negative
rusuk,Negative
cangkul,Negative
tertangguh,Negative
trek,Negative
minum,Negative
beringat,Negative
hingar,Negative
wreda,Negative
petus,Negative
loksek,Negative
mencemari,Negative
mencopet,Negative
daing,Negative
kongkong,Negative
sara bara,Negative
rapun,Negative
eban,Negative
tuhmah,Negative
perit,Negative
merasuk hati,Negative
minus,Negative
erotan,Negative
se-sat pusat,Negative
menyikut,Negative
khalifatullah,Negative
desersi,Negative
penobatan,Negative
setengah,Negative
direksi,Negative
kecap,Negative
pamflet,Negative
tercampak,Negative
kebimbangan,Negative
pangkur,Negative
bablas,Negative
somplak,Negative
memamah,Negative
doi,Negative
iming-iming,Negative
kembang-kempis,Negative
menyabet,Negative
kegegeran,Negative
menyeterui,Negative
merumung,Negative
mengembat,Negative
menjual,Negative
derek,Negative
mata betung,Negative
hasud,Negative
koteng,Negative
hulu,Negative
kesukaran,Negative
pembantah,Negative
meninggalkan,Negative
semuanya,Negative
patah pucuk,Negative
ketupat bangkahulu,Negative
gedang,Negative
sitoplasma,Negative
pengumuman,Negative
terbenam,Negative
kesenyapan,Negative
puisi,Negative
penggelapan,Negative
telerang,Negative
permusuhan,Negative
terasing,Negative
digresi,Negative
penyap,Negative
lancip,Negative
hoki,Negative
celomes,Negative
implementasi,Negative
semrawut,Negative
atresia,Negative
menjejaki,Negative
lopak,Negative
membahana,Negative
mampir,Negative
bersurai,Negative
gambar,Negative
asid,Negative
menggoyang,Negative
rangkap,Negative
lekukan,Negative
langsuir,Negative
random,Negative
menakali,Negative
pupus,Negative
dukun,Negative
mengharubirukan,Negative
irsyad,Negative
rurut,Negative
gelantung,Negative
diplomasi,Negative
buram,Negative
pengintai,Negative
menginapkan (jenazah),Negative
carik,Negative
terpaksa,Negative
terbelakang,Negative
bertimbal,Negative
mencerca,Negative
pelana,Negative
buras,Negative
folder,Negative
blangko,Negative
badan,Negative
tamparan,Negative
berpoleng,Negative
membekam,Negative
tipu muslihat,Negative
menyeluk,Negative
jungkal,Negative
kata-kata,Negative
jengkang,Negative
stok,Negative
jalan arteri,Negative
buah,Negative
inferioritas,Negative
tampak,Negative
mencakar,Negative
comberan,Negative
gaul,Negative
bab,Negative
menampak,Negative
beringas,Negative
pada,Negative
rudin,Negative
memarak,Negative
vampir,Negative
menggaet,Negative
pincang,Negative
indolensi,Negative
bercakar-cakaran,Negative
dekadensi,Negative
ambruk,Negative
sebagai,Negative
rubuh,Negative
pawana,Negative
radius,Negative
kerikil,Negative
berambu-rambu,Negative
menghalang,Negative
cemar,Negative
lekat,Negative
periksa,Negative
lekas,Negative
lekap,Negative
cemat,Negative
bunting,Negative
disentri,Negative
babak,Negative
bertingkat,Negative
kemerosotan,Negative
atur,Negative
gabas,Negative
kohor,Negative
berlebih-lebih,Negative
pertunjuk,Negative
suplai,Negative
inteligen,Negative
gunjingan,Negative
artikel,Negative
berjubal,Negative
menyemir,Negative
pongsu,Negative
tatah-tatah,Negative
anarki,Negative
menyelami,Negative
mencepung,Negative
azab,Negative
menegah,Negative
menyumpahi,Negative
dabih,Negative
menyisikan,Negative
pinak,Negative
cempeng,Negative
linguis,Negative
perguaman,Negative
telimpuh,Negative
dangkung,Negative
menyurut,Negative
mengadili,Negative
pita,Negative
